#,,Whisky,Stated Age,Strength,Size,Rating,Votes,
"827","","Ardbeg 1972 GM?Connoisseurs Choice","13","40","750 ml","92.82","15",""
"852","","Glenfarclas 1956?The Family Casks (Release A14)","58","40","700 ml","92.8","27",""
"853","","Macallan 1968 MM?Mission","35","40","700 ml","92.8","27",""
"867","","Ardbeg 1972 GM?Connoisseurs Choice","13","40","750 ml","92.79","27",""
"871","","Glen Grant 1950 GM?Licensed Bottling","40","40","700 ml","92.78","25",""
"901","","Macallan 1966 GM?Speymalt","","40","700 ml","92.75","26",""
"906","","Macallan 1966 GM?Speymalt","33","40","700 ml","92.74","22",""
"908","","Macallan 1973 GM?Speymalt","","40","700 ml","92.74","46",""
"909","","Glenfarclas 1962?The Family Casks (Release X)","","40","700 ml","92.74","37",""
"914","","Macallan 1968 MM?Mission Cask Strength Series","34","40","700 ml","92.73","17",""
"927","","MacPhail's 1938 GM?Celtic Series - Book of Kells","50","40","750 ml","92.72","27",""
"935","","Macallan 1969 MM?Celtic Heartlands","35","40","700 ml","92.7","25",""
"936","","Glen Grant 1958 GM?Licensed Bottling","","40","700 ml","92.7","44",""
"948","","Laphroaig 10-year-old?Islay Malt Scotch Whisky","10","40","750 ml","92.69","15",""
"953","","Ardbeg 1963 GM?Connoisseurs Choice","","40","700 ml","92.69","17",""
"955","","Glen Grant 1960 GM?Licensed Bottling","53","40","700 ml","92.69","35",""
"969","","Glen Gordon 1957","","40","700 ml","92.67","34",""
"972","","Linkwood 1954 GM?Rare Vintage","56","40","700 ml","92.67","33",""
"973","","Glen Grant 1949 GM?Licensed Bottling","","40","750 ml","92.67","38",""
"978","","Bowmore 1968 DT?The Whisky Fair","35","40","700 ml","92.66","67",""
"985","","Glen Grant 1954 GM?Licensed Bottling","","40","700 ml","92.65","20",""
"38","","Glenglassaugh 1963","51","41","700 ml","94.73","20",""
"121","","Bowmore 1968 TS?Selection","37","41","700 ml","94.14","24",""
"247","","Macallan 1938 GM?Speymalt","","41","700 ml","93.71","19",""
"292","","Bowmore 1968 DT?Rare Auld","37","41","700 ml","93.61","30",""
"347","","Ben Nevis 1966","50","41","700 ml","93.5","25",""
"426","","Bowmore 1968 DT?Rare Auld","37","41","700 ml","93.34","34",""
"451","","Highland Park 1966 DT?Rare Auld","40","41","700 ml","93.31","29",""
"535","","Ardbeg 1975?Single Cask","","41","700 ml","93.19","59",""
"629","","Bowmore 1968 DT?Peerless","34","41","700 ml","93.06","23",""
"701","","Mortlach 1957 GM?PING V","50","41","700 ml","93","25",""
"787","","Bowmore 1969 DT?Rare Auld","33","41","750 ml","92.86","23",""
"805","","Bowmore 1968 DT?Peerless","35","41","700 ml","92.84","40",""
"869","","Glenfarclas 1961?The Family Casks (Release A14)","","41","700 ml","92.78","16",""
"888","","Bunnahabhain 40-year-old?Limited Edition","40","41","700 ml","92.76","81",""
"904","","Bowmore 1969 DT?Peerless","32","41","700 ml","92.74","33",""
"6","","Bowmore 1964","","42","700 ml","95.53","18",""
"32","","Highland Park 1964?Orcadian Vintage Series","","42","700 ml","94.79","35",""
"34","","Bowmore 1964 Oloroso?The Trilogy Series","35","42","700 ml","94.79","17",""
"43","","Bowmore 1964 White","43","42","700 ml","94.71","85",""
"64","","Bowmore 1964 Gold","44","42","700 ml","94.56","73",""
"79","","Glenury Royal 1953?Diageo Special Releases 2003","50","42","700 ml","94.42","54",""
"184","","Bowmore 1964 Oloroso?The Trilogy Series","38","42","700 ml","93.92","27",""
"203","","Bowmore 1968 DT?Peerless","40","42","700 ml","93.84","46",""
"254","","Bowmore 1966 DT?Peerless","38","42","700 ml","93.68","36",""
"282","","Dalmore 1974?Matusalem Sherry Finesse","","42","700 ml","93.63","26",""
"323","","Bowmore 1966 DT?for Whiskyfreunde Essenheim","36","42","700 ml","93.56","27",""
"360","","Highland Park 1965 DT?for John Scott's","37","42","700 ml","93.47","20",""
"361","","Laphroaig 40-year-old","40","42","700 ml","93.46","138",""
"367","","Ardbeg 1974","","42","700 ml","93.45","22",""
"418","","Bowmore 1966 DT?Peerless","36","42","700 ml","93.36","27",""
"483","","Mortlach 1951 GM?Private Collection","53","42","700 ml","93.26","33",""
"503","","Bowmore 1968 DT?Rare Auld","38","42","700 ml","93.24","39",""
"635","","Bowmore 1968 DT?Rare Auld","37","42","700 ml","93.05","24",""
"678","","Mortlach 1951 GM?Private Collection","63","42","700 ml","93","15",""
"749","","Bowmore 1968 DT?Peerless","35","42","700 ml","92.9","53",""
"778","","Bowmore 1968 TWT?Mo ?r Collection","42","42","500 ml","92.88","27",""
"783","","Glenglassaugh 40-year-old","40","42","700 ml","92.87","71",""
"791","","Bowmore 1966 HB?Finest Collection - Cask Strength","34","42","700 ml","92.86","54",""
"799","","Bunnahabhain 1968 MoS?Warehouse Diamonds","","42","700 ml","92.85","154",""
"810","","Macallan 1968 SMD?Whiskies of Scotland","","42","500 ml","92.84","21",""
"846","","Bowmore 1968 TT","","42","700 ml","92.8","20",""
"7","","Bowmore 1966 HSC?The Scottish Colourists","35","43","750 ml","95.47","22",""
"10","","Bowmore 1966 Kb?Celtic Series","35","43","700 ml","95.28","44",""
"12","","Glen Grant 27-year-old RWD","27","43","750 ml","95.16","21",""
"17","","Macallan 1958/59?The Anniversary Malt","25","43","750 ml","95.07","24",""
"19","","Bowmore 1964?Islay Pure Malt","","43","750 ml","94.96","31",""
"21","","Macallan 1970?The Anniversary Malt","25","43","750 ml","94.93","16",""
"33","","Macallan 1958?The Anniversary Malt","25","43","750 ml","94.79","16",""
"42","","Bowmore 1966 DT?Peerless","40","43","700 ml","94.71","26",""
"49","","Macallan 1972?The Anniversary Malt","25","43","750 ml","94.67","20",""
"55","","Bowmore 1965 MBo?The Prestonfield","22","43","750 ml","94.61","91",""
"58","","Glen Cawdor 1964 RWD?Pure Malt Scotch Whisky","","43","750 ml","94.59","29",""
"82","","Macallan 1940 GM?Macallan-Glenlivet - A Pure Highland Malt","37","43","750 ml","94.4","19",""
"85","","Bowmore 1966 DT?Rare Auld","40","43","700 ml","94.38","37",""
"98","","Macallan 1957?The Anniversary Malt","25","43","750 ml","94.29","26",""
"104","","Bowmore 1956?Islay Pure Malt","","43","700 ml","94.27","97",""
"105","","Bowmore Bicentenary?75 Proof - 26 2/3 Fl.oz.","","43","757 ml","94.27","47",""
"113","","Macallan 1940?The Malt","","43","750 ml","94.19","18",""
"119","","Macallan 1972?The Anniversary Malt","25","43","700 ml","94.15","36",""
"123","","Macallan 1938?The Malt","","43","750 ml","94.14","16",""
"128","","Macallan 1966 GM?Speymalt","48","43","700 ml","94.12","24",""
"135","","Bowmore 1968?Vintage Distillation","37","43","700 ml","94.08","55",""
"141","","Bowmore 1966 DT?Rare Auld","40","43","700 ml","94.06","34",""
"144","","Glenfarclas 1958?The Family Casks (Release X)","","43","700 ml","94.04","28",""
"145","","Bowmore 1964 Bourbon?The Trilogy Series","38","43","700 ml","94.04","28",""
"164","","Bowmore 1966 DT?Rare Auld","40","43","700 ml","93.95","45",""
"181","","Macallan 1971?The Anniversary Malt","25","43","700 ml","93.93","29",""
"182","","Bowmore Bicentenary?Bicentenary 1779 - 1979","","43","750 ml","93.93","16",""
"189","","Bowmore 1973?Limited Release","43","43","700 ml","93.89","43",""
"201","","Bowmore Bicentenary?Fecchio & Frassa Import.","","43","750 ml","93.85","43",""
"224","","Macallan 1940 GM?Macallan-Glenlivet - A Pure Highland Malt","35","43","750 ml","93.79","17",""
"226","","Bowmore 1966 DT?Peerless","36","43","700 ml","93.78","24",""
"227","","Mortlach 1954 GM?Rare Old","58","43","700 ml","93.78","63",""
"231","","Bowmore Bicentenary?Soffiantino import","","43","750 ml","93.76","68",""
"239","","Bowmore 1970 SV?Cask Strength Collection - Rare Reserve","40","43","700 ml","93.74","48",""
"245","","Macallan 1972 GM?Speymalt","42","43","700 ml","93.71","19",""
"250","","Bowmore 12-year-old?Bicentenary 1779 - 1979","12","43","750 ml","93.7","26",""
"257","","Bowmore Bicentenary?Bicentenary 1779 - 1979","","43","750 ml","93.68","116",""
"260","","Bowmore 1966 DE","22","43","750 ml","93.68","24",""
"264","","Bowmore 18-year-old Sherriff's?Pure Scotch Malt","18","43","750 ml","93.67","20",""
"266","","Macallan 1937 GM?A Pure Highland Malt","32","43","750 ml","93.67","22",""
"270","","Macallan 1965?The Anniversary Malt","25","43","750 ml","93.67","20",""
"279","","Macallan 1938 GM?A Pure Highland Malt","35","43","750 ml","93.64","25",""
"284","","Macallan 1964?Special Selection","","43","750 ml","93.63","18",""
"286","","Macallan 1938 GM?A Pure Highland Malt","37","43","750 ml","93.62","15",""
"288","","Macallan 1937 GM?Macallan-Glenlivet - A Pure Highland Malt","37","43","750 ml","93.62","15",""
"298","","Bowmore 08-year-old Sherriff's?Pure Scotch Malt, shaped bottle","8","43","750 ml","93.6","27",""
"301","","Glenfarclas 1957?The Family Casks (Release X)","","43","700 ml","93.59","20",""
"312","","Bowmore 1966 DT?Rare Auld","40","43","750 ml","93.57","33",""
"331","","Macallan 1970 GM?Speymalt","","43","700 ml","93.55","34",""
"336","","Macallan 40-year-old?Duty Free Only","40","43","700 ml","93.53","21",""
"355","","Bowmore 1956?Islay Pure Malt","","43","750 ml","93.48","28",""
"356","","Glen Garioch 1972?Single Cask","","43","700 ml","93.48","33",""
"363","","Macallan 1969?Vintage","18","43","750 ml","93.45","24",""
"370","","Macallan 1965?The Anniversary Malt","25","43","750 ml","93.44","31",""
"374","","Macallan 1971 GM?Speymalt","38","43","750 ml","93.43","16",""
"376","","Macallan 1967?The Anniversary Malt","25","43","700 ml","93.43","16",""
"384","","Bowmore 1964 Bicentenary","","43","750 ml","93.42","152",""
"391","","Macallan 1957?25th Anniversary of the foundation of Rinaldi Brothers Inc. Bolo","","43","750 ml","93.4","17",""
"417","","Macallan 1950 GM?Macallan-Glenlivet - A Pure Highland Malt","25","43","750 ml","93.36","16",""
"419","","Macallan 1950 GM?Macallan-Glenlivet - A Pure Highland Malt","25","43","750 ml","93.36","18",""
"421","","Bowmore 1966 HB?Finest Collection","35","43","700 ml","93.36","39",""
"422","","Bowmore 1969?Matured in specially selected Sherry Casks","","43","750 ml","93.35","45",""
"430","","Macallan 1970 GM?Speymalt","","43","700 ml","93.34","40",""
"431","","Mortlach 1936 GM?Connoisseurs Choice","35","43","750 ml","93.34","39",""
"436","","Macallan 1950 GM?Speymalt","","43","700 ml","93.33","30",""
"439","","Macallan 1973 GM?Speymalt","42","43","700 ml","93.33","48",""
"440","","Glen Garioch 1971 Sa","","43","700 ml","93.33","86",""
"442","","Bowmore 1967","","43","750 ml","93.33","38",""
"462","","Macallan 1973?Vintage","18","43","750 ml","93.3","26",""
"465","","Springbank 1969 IM?Chieftain's Choice","34","43","700 ml","93.29","17",""
"467","","Mortlach 1957 GM?Private Collection","50","43","700 ml","93.28","104",""
"474","","Macallan 1971 GM?Speymalt","","43","700 ml","93.27","33",""
"480","","Macallan 1962?The Anniversary Malt","25","43","750 ml","93.27","30",""
"486","","Macallan 1961 BR","","43","750 ml","93.26","21",""
"489","","Macallan 1965?18 M 24 - Crystal decanter","25","43","750 ml","93.25","19",""
"493","","Macallan 1966?Vintage","17","43","750 ml","93.25","19",""
"494","","Macallan 1973?Vintage","18","43","700 ml","93.25","27",""
"498","","Macallan Royal Marriage 1948-1961?Royal Marriage 1948 & 1961","","43","750 ml","93.25","23",""
"508","","Macallan 1967 GM?Speymalt","","43","700 ml","93.23","16",""
"509","","Bowmore 1968 DT?Rare Auld","34","43","700 ml","93.23","24",""
"512","","Macallan 1971 GM?Speymalt","38","43","700 ml","93.23","55",""
"516","","Bowmore 1965?Islay Single Malt","","43","750 ml","93.22","48",""
"523","","Glenglassaugh 30-year-old?Trophy Winning","30","43","200 ml","93.21","33",""
"525","","Glenfarclas 60-year-old","60","43","700 ml","93.21","22",""
"541","","Bowmore 1969 DT?Peerless","32","43","700 ml","93.18","20",""
"547","","Bowmore 1970","21","43","750 ml","93.17","34",""
"552","","Glen Grant 50-year-old GM?Licensed Bottling","50","43","700 ml","93.17","60",""
"560","","Macallan 1965 GM?Speymalt","","43","700 ml","93.15","29",""
"562","","Glenfarclas 1955?The Family Casks (Release A13)","57","43","700 ml","93.15","30",""
"566","","Macallan 1965?Matured in Sherry Wood","","43","750 ml","93.14","18",""
"576","","Macallan 1971 HB?A Rare Vintage Bottling","23","43","700 ml","93.13","18",""
"585","","Bowmore 1965 HB","25","43","750 ml","93.12","20",""
"587","","Macallan 1968?The Anniversary Malt","25","43","700 ml","93.12","20",""
"592","","Bruichladdich 40-year-old","40","43","700 ml","93.11","42",""
"598","","Bowmore 1972?The Prestonfield","16","43","750 ml","93.1","104",""
"608","","Mortlach 1954 GM?Rare Old","","43","700 ml","93.08","62",""
"614","","Macallan 1958 GM?Macallan-Glenlivet - A Pure Highland Malt","15","43","750 ml","93.08","15",""
"616","","Ardbeg 1974 UD","18","43","700 ml","93.08","16",""
"618","","Macallan 1964?Special Selection","","43","750 ml","93.08","28",""
"628","","Mortlach 1936 GM?Connoisseurs Choice - Pinerolo Import","36","43","750 ml","93.07","63",""
"634","","Highland Park 1958?Green Dumpy Bottle","18","43","750 ml","93.06","20",""
"636","","Glenfarclas 1960?The Family Casks (Release II)","","43","700 ml","93.05","24",""
"638","","Macallan 1974","18","43","700 ml","93.05","23",""
"639","","Macallan 1972 GM?Speymalt","","43","700 ml","93.05","65",""
"645","","Bowmore 1968 SV?Millennium Edition","31","43","700 ml","93.04","58",""
"646","","Bowmore 1973","21","43","750 ml","93.04","28",""
"650","","Laphroaig Cairdeas - 30-year-old","30","43","700 ml","93.04","162",""
"654","","Macallan 1972 GM?Speymalt","","43","700 ml","93.04","71",""
"661","","Macallan 1968?The Anniversary Malt","25","43","700 ml","93.03","41",""
"669","","Laphroaig 1977?Vintage","","43","750 ml","93.01","71",""
"674","","Macallan 1967 GM?Speymalt","38","43","700 ml","93","34",""
"679","","Bowmore 1963?Islay Pure Malt","","43","750 ml","93","17",""
"693","","Macallan 1968?Vintage","18","43","750 ml","93","28",""
"694","","Glenfarclas 1955","","43","750 ml","93","17",""
"697","","Macallan 1964?The Anniversary Malt","25","43","750 ml","93","21",""
"709","","Macallan 30-year-old?Sherry Oak","30","43","700 ml","92.97","40",""
"719","","Macallan 1968 GM?Speymalt","","43","700 ml","92.95","47",""
"722","","Bowmore 1969","25","43","750 ml","92.95","21",""
"728","","Macallan 1966 GM?Speymalt","","43","700 ml","92.94","18",""
"729","","Macallan 1967?Vintage","18","43","750 ml","92.94","18",""
"732","","Bowmore 1972 Sa?Flowers","","43","750 ml","92.94","34",""
"740","","Macallan 1974?The Anniversary Malt","25","43","700 ml","92.93","32",""
"745","","Macallan 1972 HB?Finest Collection","25","43","700 ml","92.91","47",""
"746","","Longmorn 1964 GM?Licensed Bottling","50","43","700 ml","92.91","35",""
"751","","Macallan 1950 The Malt?Gordon & Macphail Distributed","","43","750 ml","92.9","33",""
"753","","Macallan 1964?Special Selection","","43","750 ml","92.9","24",""
"754","","Laphroaig 10-year-old?Islay Malt Scotch Whisky","10","43","750 ml","92.89","20",""
"762","","Bowmore 1964 RWD?86 US Proof","22","43","750 ml","92.88","19",""
"763","","Bunnahabhain 1968?Auld Acquaintance","","43","700 ml","92.88","220",""
"772","","Glen Grant 1964 GM?Rare Vintage","","43","700 ml","92.88","72",""
"781","","Bowmore 07-year-old Sherriff's?Gold screw cap - Cogis import","7","43","750 ml","92.87","86",""
"782","","Glenrothes 1947?Malt Scotch Whisky","28","43","757 ml","92.87","17",""
"792","","Macallan 1968 GM?Speymalt","41","43","700 ml","92.86","30",""
"794","","Macallan 30-year-old?Sherry Oak","30","43","700 ml","92.86","78",""
"803","","Bowmore 30-year-old Sea Dragon","30","43","700 ml","92.85","310",""
"804","","Glendronach 1968?Single Cask","25","43","750 ml","92.85","22",""
"811","","Bowmore 1972?The Prestonfield","16","43","50 ml","92.84","21",""
"819","","Glenfarclas 1961?Nineteen Sixty-One","","43","750 ml","92.83","32",""
"824","","Bowmore 1966","","43","750 ml","92.83","22",""
"825","","Macallan 1965?The Anniversary Malt","25","43","700 ml","92.82","38",""
"830","","Macallan 1963?Special Selection","","43","750 ml","92.82","36",""
"833","","Glen Garioch 1966","","43","700 ml","92.82","16",""
"839","","Macallan 1974 GM?Speymalt","","43","700 ml","92.81","39",""
"840","","Springbank 1967 DL?Old Malt Cask","34","43","700 ml","92.81","23",""
"842","","Macallan 1975","18","43","700 ml","92.81","18",""
"844","","Longrow 1973?First Distillation - Last Cask","","43","700 ml","92.81","23",""
"845","","Glendronach 1971 MI?The Birds","","43","750 ml","92.81","18",""
"848","","Macallan 1966 GM?Speymalt","","43","700 ml","92.8","18",""
"875","","Bowmore 1968","25","43","700 ml","92.77","64",""
"878","","Macallan 1971 GM?Speymalt","39","43","700 ml","92.76","45",""
"897","","Macallan 1969","18","43","750 ml","92.75","26",""
"903","","Glenfarclas 1956?The Family Casks (Release Sp15)","","43","700 ml","92.75","19",""
"917","","Macallan 1976","18","43","750 ml","92.73","24",""
"920","","Strathisla 1965 GM?Licensed Bottling","","43","700 ml","92.73","28",""
"921","","Glenfarclas 40-year-old Scottish Classic?Rob Roy","40","43","700 ml","92.72","27",""
"944","","Strathisla 1957 GM?Licensed Bottling","","43","700 ml","92.69","32",""
"947","","Macallan 1972?Vintage","18","43","750 ml","92.69","54",""
"954","","Macallan 1964?The Anniversary Malt","25","43","750 ml","92.69","51",""
"961","","Bunnahabhain 1960 DL?Old Malt Cask","39","43","700 ml","92.68","46",""
"974","","Miltonduff 1969 GM?Rare Vintage","","43","700 ml","92.67","120",""
"975","","Laphroaig 1976?Vintage","","43","750 ml","92.67","44",""
"992","","Macallan 1971 BR","","43","750 ml","92.64","16",""
"1000","","Macallan 1967 GM?Speymalt","40","43","700 ml","92.63","22",""
"16","","Highland Park 50-year-old?Sterling silver frame - exclusively from Harrods","50","44","700 ml","95.07","41",""
"46","","Bowmore 1966 DT?Peerless","43","44","700 ml","94.68","24",""
"53","","Ardbeg 1974?Single Cask","","44","700 ml","94.62","36",""
"54","","Ardbeg 1975?Single Cask","","44","700 ml","94.61","31",""
"111","","Highland Park 1958","40","44","700 ml","94.23","34",""
"115","","Macallan 1946?Fine & Rare","56","44","700 ml","94.17","15",""
"158","","Mortlach 1939 GM Generations?Crystal Decanter","75","44","700 ml","94","27",""
"193","","Bowmore 1966 DT?Rare Auld","41","44","700 ml","93.89","21",""
"255","","Glenrothes 1969 DT?Men O'Quaich Collection","42","44","700 ml","93.68","27",""
"256","","Balvenie 1962?Fifty","50","44","700 ml","93.68","21",""
"382","","Bowmore 1972 SV?Decanter Collection","36","44","700 ml","93.42","53",""
"395","","Glendronach 1971?Single Cask - Batch 8","42","44","700 ml","93.4","80",""
"398","","Glenfarclas 1955?Bicentenary of John Grant's Birth 1805-2005","50","44","700 ml","93.39","25",""
"400","","Glenglassaugh 40-year-old?Crystal Decanter","40","44","700 ml","93.39","115",""
"411","","Glenglassaugh 40-year-old?Trophy Winning","40","44","200 ml","93.37","37",""
"435","","Ardbeg 1975?Feis Ile 2005","","44","700 ml","93.33","50",""
"468","","Glenfarclas 1960?The Family Casks (Release III)","","44","700 ml","93.28","20",""
"504","","Bowmore 1969 DT?Peerless","36","44","700 ml","93.24","31",""
"542","","Bowmore 1966 DL?Old Malt Cask","35","44","700 ml","93.18","46",""
"559","","Glenglassaugh 41-year-old?Crystal Decanter","41","44","700 ml","93.15","50",""
"564","","Macallan 1973 DT?Rare Auld","35","44","200 ml","93.15","16",""
"604","","Dalmore 1981?Matusalem Sherry Finesse","28","44","700 ml","93.09","26",""
"649","","Glenglassaugh 1968 - The Manager's Legacy?Release No. 3 - Bert Forsyth","","44","700 ml","93.04","155",""
"681","","Longmorn 1969 LDG","48","44","350 ml","93","16",""
"744","","Bowmore 1968 SV?Millennium Edition","31","44","700 ml","92.92","40",""
"898","","Tullibardine 1964","","44","700 ml","92.75","23",""
"965","","Highland Park 1973?Edition Two","","44","700 ml","92.67","15",""
"44","","Macallan 1952 80 proof?Rinaldi Import","15","45","750 ml","94.7","25",""
"96","","Ardbeg 1972","","45","700 ml","94.29","48",""
"131","","Macallan 1955?Rinaldi Import","15","45","750 ml","94.11","21",""
"138","","Macallan 1945 GM?Speymalt","","45","700 ml","94.08","15",""
"150","","Bowmore 1966 DT?Peerless","36","45","700 ml","94","17",""
"153","","Macallan 40-year-old","40","45","700 ml","94","28",""
"154","","Dalmore 45-year-old Aurora?Rare & Prestige","45","45","700 ml","94","17",""
"176","","Balvenie 1952 - Cask 191","50","45","700 ml","93.94","20",""
"177","","Glendronach 1968?Single Cask - Batch 13","47","45","700 ml","93.93","56",""
"253","","Bowmore 1968?Anniversary Edition","32","45","700 ml","93.69","158",""
"274","","Bowmore 1968?Anniversary Edition","32","45","750 ml","93.65","23",""
"296","","Bowmore 1972 SV?Cask Strength Collection","36","45","700 ml","93.6","85",""
"317","","Ardbeg 1975?Exclusively for Dugas France","","45","700 ml","93.56","28",""
"319","","Macallan 1946?Pure Highland Malt Scotch Whisky - Bottled at 80¡Æ Proof","15","45","750 ml","93.56","22",""
"359","","Dalmore 1973?Rare & Prestige","33","45","700 ml","93.47","36",""
"362","","Macallan 1947?Pure Highland Malt Scotch Whisky - Bottled at 80¡Æ Proof","15","45","757 ml","93.46","26",""
"538","","Talisker 1955 GM?Secret Stills 1.1","","45","700 ml","93.19","97",""
