#,,Whisky,Stated Age,Strength,Size,Rating,Votes,
"23","","Glen Garioch 1971 Sa?Full Proof","","59","750 ml","94.9","137",""
"300","","Laphroaig 1981","27","56","700 ml","93.59","135",""
"211","","Laphroaig 1980","27","57","700 ml","93.82","135",""
"849","","Glenglassaugh 37-year-old?Rare Cask Series","37","54","200 ml","92.8","134",""
"711","","Clynelish 1973 SV?Prestonfield","33","54","700 ml","92.97","133",""
"707","","Fettercairn 1978 UD?Ukrainian Whisky Connoisseurs Club's Choice","35","53","700 ml","92.98","130",""
"268","","Ardbeg 1967 SV?Vintage Collection - Dumpy","28","53","700 ml","93.67","128",""
"578","","Ardbeg 1975","","53","700 ml","93.13","127",""
"537","","Glenglassaugh 43-year-old?Rare Cask Series","43","48","200 ml","93.19","126",""
"337","","Glendronach 1972?Single Cask - Batch 7","40","49","700 ml","93.53","124",""
"8","","Springbank 100 Proof?Imported by Samaroli","12","57","750 ml","95.37","122",""
"665","","Strathisla 1963 GM?Celtic Series - Book of Kells","48","51","700 ml","93.03","121",""
"974","","Miltonduff 1969 GM?Rare Vintage","","43","700 ml","92.67","120",""
"61","","Bowmore 1964 Black?First Edition","29","50","700 ml","94.58","119",""
"706","","Longmorn 1964 GM?Celtic Series - Book of Kells","46","53","700 ml","92.98","117",""
"257","","Bowmore Bicentenary?Bicentenary 1779 - 1979","","43","750 ml","93.68","116",""
"434","","Glendronach 1971?Single Cask - Batch 2","39","48","700 ml","93.33","115",""
"400","","Glenglassaugh 40-year-old?Crystal Decanter","40","44","700 ml","93.39","115",""
"528","","Karuizawa 1967?Vintage - Single Cask Malt Whisky","42","58","700 ml","93.2","114",""
"77","","Glendronach 1972?Single Cask - Batch 12","43","51","700 ml","94.42","114",""
"87","","Laphroaig 1974?La Maison du Whisky","31","49","700 ml","94.37","113",""
"813","","Glenfarclas 1968?Handwritten label","41","49","700 ml","92.83","112",""
"225","","Glendronach 1971?Single Cask - Batch 6","41","47","700 ml","93.79","112",""
"223","","Glendronach 1972?Single Cask - Batch 5","39","54","700 ml","93.79","112",""
"230","","Glendronach 1972?Single Cask - Batch 2","38","51","700 ml","93.76","111",""
"178","","Bowmore 1964 Black?2nd Edition","30","50","700 ml","93.93","109",""
"759","","Caol Ila 1980 MoS?Warehouse Diamonds","","50","700 ml","92.89","108",""
"420","","Ardbeg 1975 DL?Old Malt Cask","25","50","700 ml","93.36","108",""
"607","","Karuizawa 1967?Vintage - Single Cask Malt Whisky","42","58","700 ml","93.09","106",""
"329","","Ardbeg 1975?Feis Ile 2005","","47","700 ml","93.55","105",""
"598","","Bowmore 1972?The Prestonfield","16","43","750 ml","93.1","104",""
"467","","Mortlach 1957 GM?Private Collection","50","43","700 ml","93.28","104",""
"445","","Glendronach 1972?Single Cask","37","53","700 ml","93.32","104",""
"56","","Bowmore 1965?Islay Pure Malt","","50","750 ml","94.59","104",""
"48","","Springbank 35-year-old?Millennium Bottling Limited Edition","35","46","700 ml","94.67","104",""
"364","","Glenfarclas 1965?The Family Casks","41","60","700 ml","93.45","102",""
"881","","Springbank 30-year-old?Millennium Bottling Limited Edition","30","46","700 ml","92.76","101",""
"60","","Bowmore 1965?Islay Pure Malt","","50","750 ml","94.58","100",""
"142","","Brora 1972 DL?Old & Rare - The Platinum Selection","31","49","700 ml","94.06","98",""
"858","","Glendronach 28-year-old?Grandeur","28","48","700 ml","92.79","97",""
"588","","Glenglassaugh 1967 - The Manager's Legacy?Release No. 4 - Walter Grant","","40","700 ml","93.11","97",""
"581","","Glenglassaugh 1967?The Massandra Connection","45","50","700 ml","93.13","97",""
"538","","Talisker 1955 GM?Secret Stills 1.1","","45","700 ml","93.19","97",""
"530","","Longmorn 1971 Ses?Antica Casa Marchesi Spinola","18","58","750 ml","93.2","97",""
"104","","Bowmore 1956?Islay Pure Malt","","43","700 ml","94.27","97",""
"428","","Ardbeg 1975?Committee X-mas bottle","","54","700 ml","93.34","96",""
"222","","Glendronach 1971?Single Cask - Batch 4","40","48","700 ml","93.79","96",""
"951","","Glen Grant 1953 GM?Celtic Series - Book of Kells","58","47","700 ml","92.69","95",""
"132","","Bowmore 1964 Black","42","40","700 ml","94.09","95",""
"40","","Ardbeg 1976?Feis Ile 2002","","53","700 ml","94.72","95",""
"657","","Caperdonich 1972 TWA?Private Stock","39","52","700 ml","93.03","92",""
"456","","Caol Ila 15-year-old?The Manager's Dram","15","63","750 ml","93.31","92",""
"69","","Bowmore 1964 Black?Final Edition","31","49","700 ml","94.53","91",""
"55","","Bowmore 1965 MBo?The Prestonfield","22","43","750 ml","94.61","91",""
"797","","Glenfarclas 1968?The Family Casks - Special Release","43","47","700 ml","92.86","89",""
"65","","Brora 1972?Rare Malts Selection","22","58","700 ml","94.55","88",""
"781","","Bowmore 07-year-old Sherriff's?Gold screw cap - Cogis import","7","43","750 ml","92.87","86",""
"481","","Longmorn 1969 GM?Celtic Series - Book of Kells","39","58","700 ml","93.27","86",""
"440","","Glen Garioch 1971 Sa","","43","700 ml","93.33","86",""
"11","","Brora 1972?Limited Edition","40","59","700 ml","95.18","86",""
"784","","Bowmore 1970 SV?Cask Strength Collection - Rare Reserve","40","51","700 ml","92.86","85",""
"703","","Laphroaig 21-year-old Heathrow?Cask Strength","21","53","700 ml","92.99","85",""
"296","","Bowmore 1972 SV?Cask Strength Collection","36","45","700 ml","93.6","85",""
"213","","Glendronach 1972?Single Cask","40","50","700 ml","93.81","85",""
"43","","Bowmore 1964 White","43","42","700 ml","94.71","85",""
"41","","Ardbeg 1976","","54","700 ml","94.71","85",""
"63","","Ardbeg 1972","30","49","700 ml","94.56","84",""
"982","","Macallan 1962?Pure Highland Malt Scotch Whisky","","45","750 ml","92.66","82",""
"276","","Port Ellen 12-year-old JM?Fine Malt Selection","12","62","750 ml","93.65","82",""
"888","","Bunnahabhain 40-year-old?Limited Edition","40","41","700 ml","92.76","81",""
"670","","Glenfarclas 21-year-old?All Malt Unblended","21","51","750 ml","93.01","81",""
"663","","Glen Grant 1969 RWD","","59","750 ml","93.03","80",""
"395","","Glendronach 1971?Single Cask - Batch 8","42","44","700 ml","93.4","80",""
"29","","Springbank 1969 SV?Cask Strength Collection","40","54","700 ml","94.8","80",""
"794","","Macallan 30-year-old?Sherry Oak","30","43","700 ml","92.86","78",""
"146","","Ardbeg 1976","","53","700 ml","94.03","77",""
"873","","Glenfarclas 1961?Premium Casks","45","45","700 ml","92.78","75",""
"829","","Port Ellen 1983 JW?Charity Bottling Kreuzritter","26","55","700 ml","92.82","75",""
"243","","Ardbeg 1967 SV?Vintage Collection - Dumpy","28","53","700 ml","93.74","75",""
"70","","Tormore 1966 RWD","16","57","750 ml","94.52","75",""
"940","","Ardbeg 1973 DL?The Old Malt Cask","27","50","700 ml","92.7","74",""
"883","","Tobermory 1972 MI?De Viris Illustribus","","50","700 ml","92.76","74",""
"90","","Ardbeg 1976?Islay festival 2004","","51","700 ml","94.33","74",""
"14","","Springbank 1966?Local Barley - West Highland","24","58","750 ml","95.1","74",""
"632","","Miltonduff 1966 Ses?Antica Casa Marchesi Spinola","23","61","750 ml","93.06","73",""
"555","","Bowmore 1971 Ses","18","57","750 ml","93.16","73",""
"64","","Bowmore 1964 Gold","44","42","700 ml","94.56","73",""
"912","","Springbank 30-year-old","30","46","700 ml","92.74","72",""
"772","","Glen Grant 1964 GM?Rare Vintage","","43","700 ml","92.88","72",""
"783","","Glenglassaugh 40-year-old","40","42","700 ml","92.87","71",""
"669","","Laphroaig 1977?Vintage","","43","750 ml","93.01","71",""
"654","","Macallan 1972 GM?Speymalt","","43","700 ml","93.04","71",""
"371","","Bowmore 1972?Islay Single Malt","21","49","700 ml","93.43","71",""
"704","","Ardbeg 1972 DL?Old Malt Cask","28","50","700 ml","92.99","70",""
"666","","Glen Grant 1958 GM?Licensed Bottling","48","50","700 ml","93.03","70",""
"217","","Brora 1972 DL?Platinum Selection","29","59","700 ml","93.81","70",""
"380","","Glenugie 1967 Ses?Bird Label","","59","750 ml","93.42","69",""
"277","","Caol Ila 1968 GM?Cask Series","","58","750 ml","93.65","69",""
"148","","Ardbeg 1973 Kb?Celtic Series","27","47","700 ml","94.02","69",""
"4","","Bowmore 1966 Sa?Bouquet","","53","750 ml","95.87","69",""
"798","","Tullibardine 1966?World Cup Edition","","48","700 ml","92.85","68",""
"241","","Talisker 1955 GM?Cask Strength","","53","700 ml","93.74","68",""
"231","","Bowmore Bicentenary?Soffiantino import","","43","750 ml","93.76","68",""
"167","","Highland Park 1967 DT?John Scott's","40","47","700 ml","93.94","68",""
"978","","Bowmore 1968 DT?The Whisky Fair","35","40","700 ml","92.66","67",""
"517","","Ardbeg 1972 DL?Old Malt Cask","28","49","700 ml","93.22","67",""
"191","","Ledaig 1972?D?sgadh","42","46","700 ml","93.89","67",""
"161","","Brora 1972?Rare Malts Selection","22","61","700 ml","93.98","67",""
"928","","Caol Ila 15-year-old?Bulloch Lade & Co.","15","57","750 ml","92.71","65",""
"668","","Mortlach 1974 GM?Private Collection","","50","700 ml","93.02","65",""
"639","","Macallan 1972 GM?Speymalt","","43","700 ml","93.05","65",""
"249","","Glen Garioch 1975 Sa?Handwritten label","13","57","750 ml","93.71","65",""
"875","","Bowmore 1968","25","43","700 ml","92.77","64",""
"338","","Talisker 1957 GM?Black Label, Golden Eagle","","57","750 ml","93.53","64",""
"194","","Ardbeg 1972 DL The Ardbeggeddon?Old Malt Cask","29","48","750 ml","93.89","64",""
"47","","Ord 1962 Sa?Bouquet","22","58","750 ml","94.67","64",""
"628","","Mortlach 1936 GM?Connoisseurs Choice - Pinerolo Import","36","43","750 ml","93.07","63",""
"227","","Mortlach 1954 GM?Rare Old","58","43","700 ml","93.78","63",""
"196","","Ardbeg 1974 Kb?Celtic Series","26","50","700 ml","93.88","63",""
"160","","Highland Park 1967 DT?John Scott's","42","50","700 ml","93.98","63",""
"125","","Ardbeg 1974 Provenance?3rd Release","25","55","750 ml","94.13","63",""
"991","","Glen Garioch 1973?Single Cask","40","54","700 ml","92.64","62",""
"939","","Ardbeg 1972 DL?Old Malt Cask","28","50","700 ml","92.7","62",""
"608","","Mortlach 1954 GM?Rare Old","","43","700 ml","93.08","62",""
"529","","Glen Grant 1964 SV?The Decanter Collection","42","52","700 ml","93.2","62",""
"330","","Ardbeg 1973","","49","700 ml","93.55","62",""
"214","","Glendronach 1971?Single Cask - Batch 11","43","48","700 ml","93.81","62",""
"118","","Ardbeg 1974 Provenance?2nd Release","23","54","750 ml","94.15","62",""
"957","","Glenfarclas 1968?The Family Casks","38","65","700 ml","92.68","61",""
"950","","Port Ellen Port Ellen Maltings?25th Anniversary 1973 - 1998","21","58","700 ml","92.69","61",""
"637","","Bowmore 1970 SV?Cask Strength Collection","35","51","700 ml","93.05","61",""
"294","","Bowmore 1963 Anniversary","30","50","750 ml","93.6","61",""
"20","","Laphroaig 1970 RWD","","54","750 ml","94.95","61",""
"710","","Glen Grant 1956 GM?Licensed Bottling","51","40","700 ml","92.97","60",""
"705","","Macallan 1970 GM?Speymalt","38","46","700 ml","92.98","60",""
"552","","Glen Grant 50-year-old GM?Licensed Bottling","50","43","700 ml","93.17","60",""
"271","","Springbank 100¡Æ Proof?Green Thistle","12","50","750 ml","93.66","60",""
"186","","Glenfarclas 1960?The Family Casks","","52","700 ml","93.91","60",""
"127","","Glenfarclas 1958 SV?10th Anniversary 1988-1998 of Signatory","40","52","700 ml","94.12","60",""
"900","","Port Ellen 1983 DL?Old & Rare - The Platinum Selection","23","54","700 ml","92.75","59",""
"535","","Ardbeg 1975?Single Cask","","41","700 ml","93.19","59",""
"916","","Port Ellen 1983 TWA?Private Stock","27","55","700 ml","92.73","58",""
"886","","Glenglassaugh 1972?Rare Cask Release - Batch 2","42","47","700 ml","92.76","58",""
"645","","Bowmore 1968 SV?Millennium Edition","31","43","700 ml","93.04","58",""
"195","","Brora 1972 DL Brorageddon?Old Malt Cask","30","50","750 ml","93.89","58",""
"140","","Bowmore 1966 HB?Finest Collection","36","40","700 ml","94.07","58",""
"37","","Glen Grant 1953 GM?Mr. George Legacy","","59","700 ml","94.73","58",""
"934","","Highland Park 1973?Single Cask","33","54","750 ml","92.71","57",""
"667","","Ardbeg 1965 CA?Dumpy Bottle","24","54","750 ml","93.02","57",""
"403","","Ardbeg 1974","","51","700 ml","93.38","57",""
"159","","Ardbeg 1974 RWD","","59","750 ml","93.98","57",""
"911","","The Whisky that Cannot be Named 1953 AD","50","54","700 ml","92.74","56",""
"802","","Ledaig 1972 AC?Rare & Old Selection","42","48","700 ml","92.85","56",""
"352","","Springbank 1967 SV?Prestonfield","20","46","750 ml","93.49","56",""
"177","","Glendronach 1968?Single Cask - Batch 13","47","45","700 ml","93.93","56",""
"124","","Glendronach 1968?Recherch?","44","48","700 ml","94.13","56",""
"67","","Longmorn 1974 Sa?Natural Strength","","60","750 ml","94.54","56",""
"512","","Macallan 1971 GM?Speymalt","38","43","700 ml","93.23","55",""
"163","","Brora 1972 DL?Old & Rare - The Platinum Selection","30","49","700 ml","93.96","55",""
"135","","Bowmore 1968?Vintage Distillation","37","43","700 ml","94.08","55",""
"947","","Macallan 1972?Vintage","18","43","750 ml","92.69","54",""
"817","","Ardbeg 1815","33","50","700 ml","92.83","54",""
"791","","Bowmore 1966 HB?Finest Collection - Cask Strength","34","42","700 ml","92.86","54",""
"699","","Bowmore 1966 DL?Old Malt Cask","34","45","700 ml","93","54",""
"133","","Mortlach 1962 RWD","25","46","750 ml","94.08","54",""
"79","","Glenury Royal 1953?Diageo Special Releases 2003","50","42","700 ml","94.42","54",""
"851","","Springbank 1969 SV?Rare Reserve","34","56","700 ml","92.8","53",""
"749","","Bowmore 1968 DT?Peerless","35","42","700 ml","92.9","53",""
"466","","Bowmore 1968 MM?Celtic Heartlands","35","40","700 ml","93.29","53",""
"382","","Bowmore 1972 SV?Decanter Collection","36","44","700 ml","93.42","53",""
"882","","Highland Park 1973?Single Cask","35","49","700 ml","92.76","52",""
"809","","Glenfarclas 1956?For Friends Edition No. 2","50","50","700 ml","92.84","52",""
"653","","Longrow 1973?Screw cap, distillery label","","46","750 ml","93.04","52",""
"570","","Bowmore 1972","34","48","700 ml","93.14","52",""
"459","","Ardbeg 1974?Single Cask","","53","700 ml","93.3","52",""
"66","","Ardbeg 1972?Ping No. 1","31","51","700 ml","94.55","52",""
"57","","Ardbeg 1972","31","49","700 ml","94.59","52",""
"954","","Macallan 1964?The Anniversary Malt","25","43","750 ml","92.69","51",""
"949","","Glenfarclas 1966?The Family Casks","40","51","700 ml","92.69","51",""
"458","","Strathisla 1963 JW?Old Train Line","40","57","700 ml","93.31","51",""
"120","","Caol Ila 1968 RWD?Full proof","","57","750 ml","94.14","51",""
"971","","Brora 1978?200th Anniversary","40","49","700 ml","92.67","50",""
"958","","Glenfarclas 1966?The Family Casks (Release VIII)","45","51","700 ml","92.68","50",""
"816","","Ardbeg 1974?Flying Turf","","52","700 ml","92.83","50",""
"579","","Springbank 1970 SV?Cask Strength Collection","36","53","700 ml","93.13","50",""
"559","","Glenglassaugh 41-year-old?Crystal Decanter","41","44","700 ml","93.15","50",""
"435","","Ardbeg 1975?Feis Ile 2005","","44","700 ml","93.33","50",""
"334","","Springbank 1969 SV?Rare Reserve","34","54","700 ml","93.54","50",""
"192","","Talisker 1956 GM?Original Cask - Natural High Strength","","54","750 ml","93.89","50",""
"3","","Bowmore 1964 Fino Cask?The Trilogy Series","37","49","700 ml","95.89","50",""
"910","","Ardbeg 1967 SV?Vintage Collection - Dumpy","30","49","700 ml","92.74","49",""
"624","","Highland Park 1968?Orcadian Vintage Series","","45","700 ml","93.07","49",""
"590","","Springbank 1969 IM?Chieftain's Choice","39","57","700 ml","93.11","49",""
"502","","Glengoyne 1969?The Farewell Dram","","54","700 ml","93.24","49",""
"478","","Bowmore 1966 JW?Old Train Line","36","40","700 ml","93.27","49",""
"427","","Ardbeg 1974","","51","700 ml","93.34","49",""
"106","","Glenfarclas 1953?The Family Casks (Release X)","58","49","700 ml","94.26","49",""
"986","","Lagavulin 1985?Diageo Special Releases 2007","21","56","750 ml","92.64","48",""
"736","","Brora 1971 DL?Old Malt Cask","29","50","700 ml","92.93","48",""
"516","","Bowmore 1965?Islay Single Malt","","43","750 ml","93.22","48",""
"515","","Longmorn 1971 Sc","","57","700 ml","93.22","48",""
"439","","Macallan 1973 GM?Speymalt","42","43","700 ml","93.33","48",""
"273","","Ardbeg 1974","","51","700 ml","93.65","48",""
"239","","Bowmore 1970 SV?Cask Strength Collection - Rare Reserve","40","43","700 ml","93.74","48",""
"114","","Ardbeg 1974 RWD","15","57","750 ml","94.18","48",""
"109","","Port Ellen 1969 GM?Celtic Label","15","64","750 ml","94.24","48",""
"96","","Ardbeg 1972","","45","700 ml","94.29","48",""
"83","","Ardbeg 1976?The Ardbeg Committee","","55","700 ml","94.39","48",""
"988","","Bowmore 1965 Ses","20","49","750 ml","92.64","47",""
"745","","Macallan 1972 HB?Finest Collection","25","43","700 ml","92.91","47",""
"737","","Port Ellen 1981 TB","19","59","700 ml","92.93","47",""
"735","","Glen Grant 1956 GM?Licensed Bottling","","40","700 ml","92.93","47",""
"719","","Macallan 1968 GM?Speymalt","","43","700 ml","92.95","47",""
"105","","Bowmore Bicentenary?75 Proof - 26 2/3 Fl.oz.","","43","757 ml","94.27","47",""
"24","","Ardbeg 1976?The Ardbeg Committee","","53","700 ml","94.89","47",""
"15","","Ardbeg 1976?Manager's Choice","","56","700 ml","95.09","47",""
"961","","Bunnahabhain 1960 DL?Old Malt Cask","39","43","700 ml","92.68","46",""
"923","","Brora 1976 DL?Platinum Selection","30","55","700 ml","92.72","46",""
"908","","Macallan 1973 GM?Speymalt","","40","700 ml","92.74","46",""
"738","","Bowmore 1968 HB?Finest Collection","34","40","700 ml","92.93","46",""
"621","","Macallan 1940 GM?Speymalt","","40","700 ml","93.07","46",""
"601","","Glen Grant 1956 GM?Licensed Bottling","","40","700 ml","93.09","46",""
"542","","Bowmore 1966 DL?Old Malt Cask","35","44","700 ml","93.18","46",""
"291","","Clynelish 12-year-old?Ainslie & Heilbron","12","56","750 ml","93.61","46",""
"203","","Bowmore 1968 DT?Peerless","40","42","700 ml","93.84","46",""
"198","","Longrow 1974 Sa","","56","750 ml","93.86","46",""
"878","","Macallan 1971 GM?Speymalt","39","43","700 ml","92.76","45",""
"812","","Springbank 1970 SV?The Prestonfield","34","51","700 ml","92.83","45",""
"771","","Ardbeg 1967 DL?Old Malt Cask","32","47","700 ml","92.88","45",""
"672","","Laphroaig 1966 SV?Vintage Collection - Dumpy","30","48","700 ml","93","45",""
"545","","Ardbeg 1967 SV?Vintage Collection - Dumpy","30","52","700 ml","93.18","45",""
"533","","Blairfindy 1964 BA Presentation Edition?Raw Cask","45","53","700 ml","93.2","45",""
"422","","Bowmore 1969?Matured in specially selected Sherry Casks","","43","750 ml","93.35","45",""
"396","","Bowmore 1971?Vintage Distillation","34","51","700 ml","93.4","45",""
"275","","Longrow 1973?Screw cap, distillery label","","46","750 ml","93.65","45",""
"199","","Mortlach 1936 GM?Celtic Series - Book of Kells","50","40","750 ml","93.86","45",""
"164","","Bowmore 1966 DT?Rare Auld","40","43","700 ml","93.95","45",""
"975","","Laphroaig 1976?Vintage","","43","750 ml","92.67","44",""
"936","","Glen Grant 1958 GM?Licensed Bottling","","40","700 ml","92.7","44",""
"933","","Glen Garioch 1968?Individual Cask Bottling","29","56","700 ml","92.71","44",""
"863","","Macallan 1974 AT","22","53","700 ml","92.79","44",""
"841","","Brora 1972 DL?Selected Exclusively by The Whisky Shop","30","47","700 ml","92.81","44",""
"768","","Port Ellen 12-year-old JM?Fine Malt Selection","12","59","750 ml","92.88","44",""
"521","","Macallan 1965 SV?Vintage Collection - Dumpy","29","50","700 ml","93.21","44",""
"342","","Glenfarclas 1971?Cask Strength","24","57","700 ml","93.52","44",""
"325","","Ardbeg 1974","","53","700 ml","93.55","44",""
"272","","Ardbeg 1967 SV?Vintage Collection - Dumpy","30","52","700 ml","93.66","44",""
"156","","Springbank 1964 Private Bottling?Lateltin Lanz Ingold 100th Anniversary","","46","700 ml","94","44",""
"10","","Bowmore 1966 Kb?Celtic Series","35","43","700 ml","95.28","44",""
"1","","Laphroaig 1967 RWD","15","57","750 ml","96.24","44",""
"620","","Macallan 1966 GM?Speymalt","","40","700 ml","93.07","43",""
"612","","Glenfarclas 1967?The Family Casks (Release V)","","60","700 ml","93.08","43",""
"507","","Springbank 1966?Local Barley","31","53","700 ml","93.23","43",""
"471","","Glenfarclas 1963?The Family Casks","43","56","700 ml","93.28","43",""
"470","","Longrow 14-year-old?Screw cap, White letter label","14","46","750 ml","93.28","43",""
"202","","Longmorn 1964 GM?Celtic Series - Book of Kells","46","51","700 ml","93.85","43",""
"201","","Bowmore Bicentenary?Fecchio & Frassa Import.","","43","750 ml","93.85","43",""
"189","","Bowmore 1973?Limited Release","43","43","700 ml","93.89","43",""
"110","","Glenfarclas 1954?The Family Casks","53","52","700 ml","94.23","43",""
"893","","Ardbeg 1973 DE","17","55","750 ml","92.75","42",""
"592","","Bruichladdich 40-year-old","40","43","700 ml","93.11","42",""
"351","","Springbank 1965?Local Barley","36","52","700 ml","93.49","42",""
"307","","Glen Moray 1959?Rare Vintage","40","50","700 ml","93.58","42",""
"305","","Longrow 1973 RWD","","53","750 ml","93.58","42",""
"205","","Caol Ila 1974 JM?The London Scottish Malt Whisky Society","12","63","750 ml","93.84","42",""
"81","","Ardbeg 1975?Feis Ile 2006","","46","700 ml","94.41","42",""
"800","","Glen Grant 1953 GM?Private Collection","48","45","700 ml","92.85","41",""
"661","","Macallan 1968?The Anniversary Malt","25","43","700 ml","93.03","41",""
"658","","Mortlach 1938 GM?Rare Old Highland Malt","","40","750 ml","93.03","41",""
"644","","Glenfarclas 1959?Historic Reserve N¡Æ2","42","46","700 ml","93.05","41",""
"615","","Glen Grant 1958 GM?Licensed Bottling","50","46","700 ml","93.08","41",""
"611","","Bowmore 1971 Ses","18","57","750 ml","93.08","41",""
"469","","Glen Grant 1958 GM?Licensed Bottling","","40","700 ml","93.28","41",""
"265","","Pride of Strathspey 1937 GM?Celtic Series - Book of Kells","50","40","750 ml","93.67","41",""
"149","","Glenugie 1966 RWD","","55","750 ml","94","41",""
"88","","Highland Park 1955 It?Special Selection","30","53","750 ml","94.36","41",""
"71","","Ardbeg 1974 Provenance?4th Release","","55","750 ml","94.5","41",""
"30","","Springbank 1966?Local Barley - West Highland","24","60","750 ml","94.79","41",""
"16","","Highland Park 50-year-old?Sterling silver frame - exclusively from Harrods","50","44","700 ml","95.07","41",""
"980","","Bowmore 1968 SV?Vintage Collection - Rare Reserve","32","46","700 ml","92.66","40",""
"929","","Springbank 1968 IM?Chieftain's Choice","40","54","700 ml","92.71","40",""
"884","","For Ever Young Pristine 1970 MCo","35","47","500 ml","92.76","40",""
"820","","Port Ellen 12-year-old JM?Fine Malt Selection","12","59","750 ml","92.83","40",""
"805","","Bowmore 1968 DT?Peerless","35","41","700 ml","92.84","40",""
"744","","Bowmore 1968 SV?Millennium Edition","31","44","700 ml","92.92","40",""
"709","","Macallan 30-year-old?Sherry Oak","30","43","700 ml","92.97","40",""
"689","","Glen Garioch 1968?Individual Cask Bottling","29","56","700 ml","93","40",""
"677","","Macallan 1970 GM?Speymalt","39","46","700 ml","93","40",""
"633","","Bowmore 1970 SV?Vintage Collection - Decanter","35","52","700 ml","93.06","40",""
"591","","St. Magdalene 1978?100 years of Waterloo Street Engineering","20","62","700 ml","93.11","40",""
"546","","Glenfarclas 1958?The Family Casks","48","51","700 ml","93.18","40",""
"430","","Macallan 1970 GM?Speymalt","","43","700 ml","93.34","40",""
"345","","Glendronach 1971?Single Cask","39","48","700 ml","93.5","40",""
"339","","Glenglassaugh 1966?Rare Cask Series - Aged Over 40 Years Old","45","49","700 ml","93.53","40",""
"885","","Tullibardine 1966","","49","700 ml","92.76","39",""
"839","","Macallan 1974 GM?Speymalt","","43","700 ml","92.81","39",""
"790","","Laphroaig 21-year-old Heathrow?Cask Strength","21","53","750 ml","92.86","39",""
"513","","Glen Grant 1951 GM?Licensed Bottling","","40","700 ml","93.22","39",""
"503","","Bowmore 1968 DT?Rare Auld","38","42","700 ml","93.24","39",""
"479","","Glenfarclas 1962?The Family Casks","44","54","700 ml","93.27","39",""
"431","","Mortlach 1936 GM?Connoisseurs Choice","35","43","750 ml","93.34","39",""
"421","","Bowmore 1966 HB?Finest Collection","35","43","700 ml","93.36","39",""
"386","","BenRiach 1966 GM?Celtic Series - Book of Kells","50","54","700 ml","93.42","39",""
"344","","Macallan 1960?80 proof","","46","750 ml","93.51","39",""
